Date,Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,Temperature,RH,Solar_Rad,AQI,AQI_severity,Location
2024-07-03,15:00,230.59,43.25,39.47,226.01,19.62,0.11,84.79,63.63,19.17,64.72,345.53,228.0,Very Unhealthy,Dhaka
2024-07-03,15:00,183.99,30.75,292.54,91.17,22.59,0.02,231.8,230.29,10.58,82.28,460.3,282.0,Very Unhealthy,Chattogram
2024-07-03,15:00,16.12,84.65,331.21,371.69,6.96,0.07,156.45,113.58,24.63,90.2,329.52,207.0,Very Unhealthy,Khulna
2024-07-03,15:00,43.47,39.9,102.54,357.41,2.32,0.03,65.0,183.48,10.88,67.49,856.2,156.0,Unhealthy,Rajshahi
2024-07-03,15:00,59.77,20.33,358.07,307.94,25.31,0.03,32.25,221.74,17.89,61.11,533.22,266.0,Very Unhealthy,Barisal
2024-07-03,15:00,30.65,49.78,151.4,368.74,9.46,0.02,284.79,333.61,30.67,68.33,277.37,328.0,Hazardous,Sylhet
2024-07-03,15:00,250.46,144.95,23.24,316.53,10.24,0.14,241.85,302.0,32.82,71.18,495.03,292.0,Very Unhealthy,Mymensingh
2024-07-03,15:00,144.45,53.35,185.12,119.28,4.12,0.12,292.79,30.99,20.64,85.74,328.66,335.0,Hazardous,Rangpur
2024-07-03,16:00,32.63,117.02,131.7,137.98,3.77,0.11,30.32,78.53,18.53,89.74,991.28,205.0,Very Unhealthy,Dhaka
2024-07-03,16:00,241.54,35.77,128.43,351.86,19.52,0.07,124.52,298.9,29.93,69.71,707.98,228.0,Very Unhealthy,Chattogram
2024-07-03,16:00,189.89,14.73,299.03,170.61,15.69,0.13,41.48,310.41,24.14,87.02,633.39,226.0,Very Unhealthy,Khulna
2024-07-03,16:00,125.59,82.87,370.61,306.37,21.53,0.09,238.58,367.45,11.33,81.33,708.87,288.0,Very Unhealthy,Rajshahi
2024-07-03,16:00,31.54,81.63,247.15,116.01,24.06,0.15,259.2,293.58,34.96,63.09,567.22,308.0,Hazardous,Barisal
2024-07-03,16:00,68.21,193.92,78.6,375.72,7.75,0.01,14.59,253.72,24.22,70.69,194.88,150.0,Unhealthy for Sensitive Groups,Sylhet
2024-07-03,16:00,229.49,50.2,223.94,174.86,20.87,0.13,94.05,195.44,20.06,80.23,688.45,237.0,Very Unhealthy,Mymensingh
2024-07-03,16:00,295.1,94.94,63.85,81.46,17.12,0.1,172.73,357.66,30.71,51.77,216.11,223.0,Very Unhealthy,Rangpur
2024-07-03,17:00,57.55,105.13,202.67,82.3,13.68,0.11,234.44,351.71,26.93,80.09,274.66,284.0,Very Unhealthy,Dhaka
2024-07-03,17:00,198.25,77.66,140.81,26.62,4.78,0.14,180.26,375.18,34.46,69.62,684.37,237.0,Very Unhealthy,Chattogram
2024-07-03,17:00,120.73,89.91,83.06,296.66,4.21,0.14,92.58,321.24,21.87,86.13,465.09,237.0,Very Unhealthy,Khulna
2024-07-03,17:00,23.54,33.83,247.36,309.45,23.62,0.03,86.81,212.48,28.6,74.46,294.62,255.0,Very Unhealthy,Rajshahi
2024-07-03,17:00,155.18,22.57,361.1,170.11,18.41,0.01,247.0,302.98,29.03,62.08,643.46,297.0,Very Unhealthy,Barisal
2024-07-03,17:00,82.66,11.85,84.28,39.45,0.92,0.14,166.64,131.98,14.41,82.11,641.62,237.0,Very Unhealthy,Sylhet
2024-07-03,17:00,194.88,144.08,276.39,87.11,16.0,0.12,48.26,237.71,18.05,65.26,387.81,216.0,Very Unhealthy,Mymensingh
2024-07-03,17:00,217.97,191.42,347.4,36.76,26.43,0.1,246.59,46.9,17.16,77.36,109.24,296.0,Very Unhealthy,Rangpur
2024-07-03,18:00,256.84,149.22,59.1,115.88,28.95,0.1,54.75,51.91,27.95,74.35,566.08,290.0,Very Unhealthy,Dhaka
2024-07-03,18:00,191.22,133.08,340.94,136.7,12.63,0.04,130.78,360.04,23.64,89.23,932.99,208.0,Very Unhealthy,Chattogram
2024-07-03,18:00,160.08,16.87,376.69,101.09,3.89,0.03,21.07,379.77,15.94,91.38,495.11,237.0,Very Unhealthy,Khulna
2024-07-03,18:00,148.07,29.55,44.25,59.33,25.36,0.01,85.15,20.91,22.36,66.56,680.66,267.0,Very Unhealthy,Rajshahi
2024-07-03,18:00,60.54,112.73,321.16,153.79,4.02,0.1,255.96,63.15,32.42,82.57,514.57,305.0,Hazardous,Barisal
2024-07-03,18:00,152.24,112.46,202.01,297.98,22.45,0.04,237.17,145.51,10.16,66.93,636.76,287.0,Very Unhealthy,Sylhet
2024-07-03,18:00,63.6,14.98,268.63,371.77,9.55,0.14,210.89,126.77,13.55,73.02,824.98,261.0,Very Unhealthy,Mymensingh
2024-07-03,18:00,91.75,72.47,217.0,68.74,1.17,0.14,100.23,58.47,33.13,72.12,680.46,237.0,Very Unhealthy,Rangpur
2024-07-03,19:00,219.84,68.06,141.14,294.67,10.6,0.03,41.62,80.91,30.86,82.1,384.17,165.0,Unhealthy,Dhaka
2024-07-03,19:00,17.24,9.55,337.67,39.22,13.29,0.11,251.8,389.39,22.47,80.1,887.65,302.0,Hazardous,Chattogram
2024-07-03,19:00,11.6,167.33,23.83,355.67,29.14,0.14,287.01,159.35,19.9,57.5,153.04,330.0,Hazardous,Khulna
2024-07-03,19:00,148.51,194.91,135.08,133.99,11.3,0.07,294.63,209.3,12.69,94.95,465.59,336.0,Hazardous,Rajshahi
2024-07-03,19:00,70.9,133.84,274.89,86.12,11.99,0.05,42.08,268.61,31.54,79.32,785.31,158.0,Unhealthy,Barisal
2024-07-03,19:00,162.69,101.03315288335143,395.58,200.5,13.72,0.05,59.52,145.75,15.1,65.81,501.31,172.0,Unhealthy,Sylhet
2024-07-03,19:00,195.1,122.53,196.22,86.79,25.66,0.05,295.48,348.26,15.56,56.68,236.01,337.0,Hazardous,Mymensingh
2024-07-03,19:00,9.48,5.13,63.11,195.7,4.68,0.03,286.84,298.03,10.68,87.16,992.04,330.0,Hazardous,Rangpur
2024-07-03,20:00,267.67,90.97,245.61,67.59,21.3,0.05,266.5,166.55,11.42,50.8,211.01,314.0,Hazardous,Dhaka
2024-07-03,20:00,202.49,175.63,371.68,37.75,28.5,0.08,59.88,137.74,15.89,78.41,286.23,287.0,Very Unhealthy,Chattogram
2024-07-03,20:00,283.42,88.73,90.28,42.65,16.69,0.05,156.39,133.06,12.78,72.05,698.59,209.0,Very Unhealthy,Khulna
2024-07-03,20:00,129.83,32.26,207.05,351.72,17.46,0.13,173.23,335.26,17.03,51.04,61.02,226.0,Very Unhealthy,Rajshahi
2024-07-03,20:00,204.0,68.66,264.54,175.2,11.49,0.06,251.7,121.2,17.25,82.31,495.1,302.0,Hazardous,Barisal
2024-07-03,20:00,53.29,162.55,263.04,31.34,21.68,0.06,216.44,109.11,25.96,67.4,807.52,266.0,Very Unhealthy,Sylhet
2024-07-03,20:00,242.36,31.53,17.93,343.17,17.61,0.11,152.43,141.81,21.6,75.46,892.29,215.0,Very Unhealthy,Mymensingh
2024-07-03,20:00,98.82,62.69,203.28,259.03,19.65,0.11,51.25,83.37,32.87,53.68,564.43,6.0,Good,Rangpur
2024-07-03,21:00,224.46,94.05,309.51,53.54,15.65,0.08,232.35,120.9,11.1,65.71,662.84,282.0,Very Unhealthy,Dhaka
2024-07-03,21:00,133.82,118.78,148.56,99.11,8.69,0.1,211.22,158.12,22.44,86.97,204.9,261.0,Very Unhealthy,Chattogram
2024-07-03,21:00,6.56,153.42,146.33,122.39,14.7,0.1,125.3,262.24,28.93,59.03,104.39,188.0,Unhealthy,Khulna
2024-07-03,21:00,148.27,164.43,246.34,178.28,15.75,0.06,25.38,42.65,32.78,52.71,167.13,203.0,Very Unhealthy,Rajshahi
2024-07-03,21:00,241.32,42.83,332.22,347.82,12.09,0.04,284.68,38.29,15.03,82.16,296.36,328.0,Hazardous,Barisal
2024-07-03,21:00,55.57,180.48,102.43,353.31,2.35,0.02,201.29,47.74,29.81,82.77,124.48,251.0,Very Unhealthy,Sylhet
2024-07-03,21:00,117.53,23.48,27.06,280.72,1.78,0.04,39.69,137.34,10.1,75.19,566.14,120.0,Unhealthy for Sensitive Groups,Mymensingh
2024-07-03,21:00,119.86,45.36,203.18,312.95,5.69,0.07,150.12,267.81,30.62,92.29,349.64,200.0,Unhealthy,Rangpur
2024-07-03,22:00,177.84,168.65,354.21,73.58,1.07,0.14,140.08,378.4,10.28,62.68,109.66,237.0,Very Unhealthy,Dhaka
2024-07-03,22:00,137.38,187.02,162.01,81.82,10.89,0.05,263.54,164.92,25.83,75.44,286.23,311.0,Hazardous,Chattogram
2024-07-03,22:00,150.75,135.49,176.96,61.02,7.19,0.04,267.38,300.75,15.5,51.95,475.61,314.0,Hazardous,Khulna
2024-07-03,22:00,54.18,165.97,40.57,269.08,0.7,0.05,194.47,324.11,29.98,90.43,225.78,245.0,Very Unhealthy,Rajshahi
2024-07-03,22:00,125.96,184.94,355.02,310.43,19.54,0.09,81.91,257.74,24.03,52.45,275.89,228.0,Very Unhealthy,Barisal
2024-07-03,22:00,199.63,24.79,19.03,158.8,1.48,0.05,287.81,41.17,16.34,63.47,161.38,331.0,Hazardous,Sylhet
2024-07-03,22:00,15.93,13.34,298.83,186.83,19.6,0.13,179.84,27.33,12.04,92.96,123.74,230.0,Very Unhealthy,Mymensingh
2024-07-03,22:00,35.32,92.1,104.5,254.31,13.37,0.04,244.49,88.17,28.48,50.78,200.07,294.0,Very Unhealthy,Rangpur
2024-07-03,23:00,147.44,174.46,388.31,386.51,20.96,0.05,199.3,61.12,26.2,90.94,470.59,249.0,Very Unhealthy,Dhaka
2024-07-03,23:00,206.45,53.21,297.42,144.85,23.69,0.12,277.84,290.07,22.16,53.81,903.57,323.0,Hazardous,Chattogram
2024-07-03,23:00,139.05,66.13,254.71,244.03,18.4,0.06,88.6,372.57,30.05,75.47,947.46,226.0,Very Unhealthy,Khulna
2024-07-03,23:00,8.35,134.51,14.66,368.77,13.34,0.08,200.0,207.3,21.04,93.6,321.29,250.0,Very Unhealthy,Rajshahi
2024-07-03,23:00,19.74,66.06,324.9,234.99,18.04,0.15,271.03,23.59,20.88,71.3,600.45,317.0,Hazardous,Barisal
2024-07-03,23:00,20.22,12.04,69.86,100.19,15.5,0.05,166.29,117.23,23.35,76.43,454.98,217.0,Very Unhealthy,Sylhet
2024-07-03,23:00,189.96,30.32,41.11,334.87,7.45,0.08,189.28,325.83,10.87,64.01,459.4,239.0,Very Unhealthy,Mymensingh
2024-07-03,23:00,183.83,130.95,15.93,174.9,18.08,0.06,71.64,212.36,20.82,64.66,715.77,218.0,Very Unhealthy,Rangpur
2024-07-04,00:00,234.27,69.39,264.46,166.45,18.22,0.14,166.51,210.22329991769922,25.64,81.35,221.79,237.0,Very Unhealthy,Dhaka
2024-07-04,00:00,181.62,13.62,82.8,222.98,27.81,0.02,94.3,343.78,10.75,82.03,570.82,283.0,Very Unhealthy,Chattogram
2024-07-04,00:00,246.96,65.07,340.76,327.46,9.89,0.07,256.05,30.55,21.11,57.48,533.49,305.0,Hazardous,Khulna
2024-07-04,00:00,23.1,11.87,222.28,187.35,6.55,0.12,298.21,44.68,14.36,68.38,436.42,339.0,Hazardous,Rajshahi
2024-07-04,00:00,120.14,24.04,139.72,295.04,8.35,0.07,278.92,183.84,20.05,77.32,599.9,324.0,Hazardous,Barisal
2024-07-04,00:00,5.38,199.22,270.57,370.81,0.9,0.14,118.07,34.6,11.35,76.54,912.46,237.0,Very Unhealthy,Sylhet
2024-07-04,00:00,288.32,183.72,332.25,52.87,1.07,0.06,141.62,49.28,19.5,56.3,544.17,195.0,Unhealthy,Mymensingh
2024-07-04,00:00,105.66,135.98,13.81,170.79,7.66,0.05,242.99,166.99,30.69,75.86,446.03,293.0,Very Unhealthy,Rangpur
2024-07-04,01:00,231.73,8.34,34.67,255.69,23.84,0.02,160.55,367.99,34.27,68.27,903.55,256.0,Very Unhealthy,Dhaka
2024-07-04,01:00,284.02,67.06,290.25,146.23,13.65,0.11,206.79,58.73,32.49,65.7,852.12,257.0,Very Unhealthy,Chattogram
2024-07-04,01:00,184.28,143.66,369.88,257.7,24.02,0.01,281.56,290.77,23.19,64.39,81.67,326.0,Hazardous,Khulna
2024-07-04,01:00,227.56,179.39,229.32,156.71,24.59,0.13,159.0,63.82,23.93,83.65,628.38,261.0,Very Unhealthy,Rajshahi
2024-07-04,01:00,211.76,19.92,73.74,117.95,11.96,0.04,222.31,384.39,23.29,75.83,274.41,272.0,Very Unhealthy,Barisal
2024-07-04,01:00,32.25,12.67,231.84,249.09,29.69,0.14,110.78,159.97,13.14,87.36,542.25,295.0,Very Unhealthy,Sylhet
2024-07-04,01:00,252.17,139.4,237.04,241.34,3.25,0.07,47.87,330.14,22.11,76.23,430.7,188.0,Unhealthy,Mymensingh
2024-07-04,01:00,66.51,148.9,251.3,45.38,8.51,0.13,76.84,386.15,24.89,86.96,337.72,246.0,Very Unhealthy,Rangpur
2024-07-04,02:00,198.28,64.89,385.11,55.85,23.86,0.07,152.8,124.89,12.86,92.51,985.44,257.0,Very Unhealthy,Dhaka
2024-07-04,02:00,45.08,40.87,382.91,24.03,8.49,0.09,226.41,183.83,17.45,58.21,288.11,276.0,Very Unhealthy,Chattogram
2024-07-04,02:00,243.51,74.34,70.44,391.35,9.02,0.12,153.16,169.05,28.57,67.43,781.62,216.0,Very Unhealthy,Khulna
2024-07-04,02:00,35.3,186.12,42.77,285.45,9.76,0.02,50.68,41.37,33.78,51.97,877.06,138.0,Unhealthy for Sensitive Groups,Rajshahi
2024-07-04,02:00,265.93,45.41,45.34,68.67,9.18,0.04,296.21,67.11,26.22,81.57,905.26,337.0,Hazardous,Barisal
2024-07-04,02:00,170.33,51.66,100.27,245.95,26.65,0.14,232.15,369.97,14.36,54.39,838.36,282.0,Very Unhealthy,Sylhet
2024-07-04,02:00,74.12,199.27,304.09,67.28,4.73,0.1,196.04,137.75,17.68,57.28,447.49,246.0,Very Unhealthy,Mymensingh
2024-07-04,02:00,287.49,27.06,210.24,281.92,22.94,0.1,47.92,295.7,21.64,74.5,997.55,250.0,Very Unhealthy,Rangpur
2024-07-04,03:00,224.7,50.3,199.97,267.83,4.6,0.12,267.64,188.59,18.46,78.1,406.22,315.0,Hazardous,Dhaka
2024-07-04,03:00,75.36,89.25,261.78,47.69,11.05,0.07,12.4,383.18,17.13,81.52,895.39,241.0,Very Unhealthy,Chattogram
2024-07-04,03:00,278.81,155.6,188.64,352.3,3.36,0.09,113.74,71.25,34.98,67.19,442.83,190.0,Unhealthy,Khulna
2024-07-04,03:00,112.27,118.33,277.21,193.27,3.3,0.04,140.35,358.13,33.46,89.93,78.59,205.0,Very Unhealthy,Rajshahi
2024-07-04,03:00,174.22,166.41,285.13,374.7,17.71,0.07,157.73,200.35,31.25,92.41,240.3,216.0,Very Unhealthy,Barisal
2024-07-04,03:00,89.14,187.59,213.22,259.0,4.2,0.04,28.24,130.83,33.6,79.61,841.84,122.0,Unhealthy for Sensitive Groups,Sylhet
2024-07-04,03:00,79.05,105.09,280.14,104.63,18.46,0.1,84.87,59.11,10.68,59.38,347.57,221.0,Very Unhealthy,Mymensingh
2024-07-04,03:00,108.52,90.87,28.15,374.19,11.1,0.07,290.11,240.07,33.17,81.94,417.23,333.0,Hazardous,Rangpur
2024-07-04,04:00,118.06,108.29,336.17,206.61,21.02,0.08,266.64,288.66,32.88,63.11,615.22,314.0,Hazardous,Dhaka
2024-07-04,04:00,161.29,170.29,381.66,36.42,22.8,0.08,173.93,365.74,20.65,59.29,50.89,250.0,Very Unhealthy,Chattogram
2024-07-04,04:00,42.07,23.54,223.49,329.85,17.43,0.1,277.78,116.41,31.47,67.74,147.59,323.0,Hazardous,Khulna
2024-07-04,04:00,22.11,70.03,307.4,80.74,20.56,0.04,255.3,166.38,28.51,81.66,331.0,305.0,Hazardous,Rajshahi
2024-07-04,04:00,5.4,51.69,195.15,181.38,19.95,0.11,10.13,243.51,13.66,64.23,344.77,231.0,Very Unhealthy,Barisal
2024-07-04,04:00,267.09,42.87,106.85,65.39,2.01,0.05,93.64,227.52,22.44,65.24,654.08,185.0,Unhealthy,Sylhet
2024-07-04,04:00,133.51,52.19,394.39,270.77,29.65,0.04,96.32,168.21,28.69,57.07,312.18,295.0,Very Unhealthy,Mymensingh
2024-07-04,04:00,262.17,153.56,345.89,243.28,11.54,0.12,290.15,123.97,28.27,77.89,569.07,333.0,Hazardous,Rangpur
2024-07-04,05:00,113.61,151.39,399.49,271.72,8.77,0.15,170.99,28.23,16.69,51.47,219.8,247.0,Very Unhealthy,Dhaka
2024-07-04,05:00,248.13,11.95,147.44,54.68,13.96,0.08,109.7,280.91,15.55,74.32,166.01,179.0,Unhealthy,Chattogram
2024-07-04,05:00,34.2,85.72,140.37,137.18,12.48,0.09,286.89,240.54,28.13,81.3,454.93,330.0,Hazardous,Khulna
2024-07-04,05:00,112.62,183.62,228.55,188.97,18.19,0.01,164.25,151.56,29.12,88.62,651.36,219.0,Very Unhealthy,Rajshahi
2024-07-04,05:00,65.18,65.66,376.59,231.31,16.77,0.12,152.61,181.01,20.64,88.78,994.14,216.0,Very Unhealthy,Barisal
2024-07-04,05:00,125.11,166.7,191.4,313.24,3.12,0.07,182.76,278.22,20.57,56.15,503.12,233.0,Very Unhealthy,Sylhet
2024-07-04,05:00,111.2,50.1,309.38,241.77,16.14,0.07,282.77,295.65,14.94,76.04,78.63,327.0,Hazardous,Mymensingh
2024-07-04,05:00,106.54,156.26,278.14,86.23,8.52,0.06,269.41,300.17,32.64,82.88,457.94,316.0,Hazardous,Rangpur
2024-07-04,06:00,99.95,15.32,357.91,174.1,28.95,0.07,96.93,364.24,21.1,52.76,989.04,290.0,Very Unhealthy,Dhaka
2024-07-04,06:00,44.23,36.72,10.15,28.34,3.4,0.03,293.79,192.79,12.77,60.79,709.64,335.0,Hazardous,Chattogram
2024-07-04,06:00,258.49,150.65,112.11,208.29,14.19,0.08,64.6,382.3,21.42,74.91,631.42,240.0,Very Unhealthy,Khulna
2024-07-04,06:00,24.94,16.3,143.67,319.11,23.77,0.07,69.31,345.23,19.98,87.52,782.31,256.0,Very Unhealthy,Rajshahi
2024-07-04,06:00,124.87,127.83,255.06,277.19,25.66,0.13,205.55,113.92,17.41,78.59,768.19,269.0,Very Unhealthy,Barisal
2024-07-04,06:00,71.71,156.44,315.27,215.15,10.78,0.07,88.41,288.73,27.19,60.17,786.68,168.0,Unhealthy,Sylhet
2024-07-04,06:00,34.91,42.06,262.44,376.42,4.85,0.12,125.04,156.99,34.73,73.28,318.32,216.0,Very Unhealthy,Mymensingh
2024-07-04,06:00,256.11,153.96,118.52,125.73,28.08,0.06,80.19,223.86,21.94,60.06,339.31,285.0,Very Unhealthy,Rangpur
2024-07-04,07:00,226.46,21.38,106.1,140.56,27.41,0.01,219.61,188.96,21.67,73.03,822.75,280.0,Very Unhealthy,Dhaka
2024-07-04,07:00,256.28,132.08,205.15,177.28,16.9,0.1,104.9,184.43,32.19,88.96,997.64,210.0,Very Unhealthy,Chattogram
2024-07-04,07:00,13.59,195.75,38.44,363.82,22.63,0.1,76.26,360.2,14.64,51.37,112.31,248.0,Very Unhealthy,Khulna
2024-07-04,07:00,179.3,24.5,17.46,169.52,8.63,0.12,296.3,211.84,20.22,57.64,198.33,337.0,Hazardous,Rajshahi
2024-07-04,07:00,230.77,84.73,73.66,38.66,14.18,0.02,198.09,92.56,15.09,63.36,213.78,248.0,Very Unhealthy,Barisal
2024-07-04,07:00,84.97,54.72,199.12,47.03,14.6,0.03,86.0,167.28,23.09,56.54,506.33,186.0,Unhealthy,Sylhet
2024-07-04,07:00,296.0,89.02,354.58,151.08,4.09,0.05,286.61,202.08,26.42,77.98,79.98,330.0,Hazardous,Mymensingh
2024-07-04,07:00,265.8,173.96,74.75,363.54,3.44,0.14,263.94,333.18,32.35,94.53,103.62,312.0,Hazardous,Rangpur
2024-07-04,08:00,83.99,48.43,290.03,294.19,1.18,0.03,33.04,72.83,15.76,93.92,488.94,137.0,Unhealthy for Sensitive Groups,Dhaka
2024-07-04,08:00,27.74,169.63,15.65,189.14,20.71,0.12,261.44,72.68,11.72,93.81,743.38,310.0,Hazardous,Chattogram
2024-07-04,08:00,281.57,113.04,122.68,231.48,28.58,0.07,55.08,105.19,22.38,84.36,189.9,288.0,Very Unhealthy,Khulna
2024-07-04,08:00,84.59,98.06,64.22,68.38,0.98,0.07,296.33,218.36,18.97,54.94,86.95,337.0,Hazardous,Rajshahi
2024-07-04,08:00,196.43,43.77,152.02,359.07,17.48,0.09,222.29,111.54,13.64,51.26,642.58,272.0,Very Unhealthy,Barisal
2024-07-04,08:00,173.33,111.97,135.29,140.34,22.77,0.01,107.18,274.51,14.12,61.26,779.99,249.0,Very Unhealthy,Sylhet
2024-07-04,08:00,130.01,72.74,370.16,95.04,23.04,0.04,269.15,55.46,18.98,86.61,55.27,316.0,Hazardous,Mymensingh
2024-07-04,08:00,76.29,9.83,77.16,347.71,14.75,0.02,274.62,191.42,20.4,90.12,429.73,320.0,Hazardous,Rangpur
2024-07-04,09:00,174.68,177.84,168.13,256.61,26.08,0.05,49.9,143.97,20.93,54.05,658.07,271.0,Very Unhealthy,Dhaka
2024-07-04,09:00,110.0,6.51,55.29,311.46,24.62,0.03,205.33,200.65,28.73,65.26,846.44,262.0,Very Unhealthy,Chattogram
2024-07-04,09:00,96.03,14.57,382.38,154.16,11.53,0.07,204.7,337.69,20.24,86.97,456.7,255.0,Very Unhealthy,Khulna
2024-07-04,09:00,104.65,193.77,363.85,69.2,1.41,0.15,181.47,139.66,23.19,83.38,105.49,247.0,Very Unhealthy,Rajshahi
2024-07-04,09:00,38.25,192.48,338.81,363.14,8.96,0.09,88.21,70.58,23.75,85.99,150.89,168.0,Unhealthy,Barisal
2024-07-04,09:00,5.19,172.6,367.62,225.09,26.82,0.14,120.88,208.92,30.18,65.75,219.26,276.0,Very Unhealthy,Sylhet
2024-07-04,09:00,147.19,152.98,185.39,79.73,7.99,0.05,167.85,299.79,20.67,93.16,634.19,218.0,Very Unhealthy,Mymensingh
2024-07-04,09:00,90.93,41.53,348.47,294.83,16.74,0.1,64.73,150.89,29.61,84.04,147.73,209.0,Very Unhealthy,Rangpur
2024-07-04,10:00,143.56,131.5,257.66,375.27,14.04,0.03,95.52,133.08,26.42,71.92,509.89,177.0,Unhealthy,Dhaka
2024-07-04,10:00,17.07,134.04,288.2,201.49,3.41,0.13,61.72,166.17,27.45,53.01,604.25,226.0,Very Unhealthy,Chattogram
2024-07-04,10:00,265.7,142.74,223.34,92.63,8.43,0.02,280.51,185.81,26.09,56.32,101.64,325.0,Hazardous,Khulna
2024-07-04,10:00,25.61,18.92,393.84,363.89,6.77,0.1,103.98,64.6,22.5,54.96,576.36,187.0,Unhealthy,Rajshahi
2024-07-04,10:00,138.9,166.62,301.23,327.02,21.48,0.13,244.05,52.18,19.78,73.27,671.54,294.0,Very Unhealthy,Barisal
2024-07-04,10:00,265.2,55.21,96.55,103.8,12.43,0.04,205.85,250.31,12.57,94.59,978.13,256.0,Very Unhealthy,Sylhet
2024-07-04,10:00,245.49,58.0,133.09,211.4,28.36,0.12,110.81,26.73,28.58,80.07,446.26,286.0,Very Unhealthy,Mymensingh
2024-07-04,10:00,143.3,17.54,299.26,343.5,4.72,0.09,88.14,119.44,18.76,62.86,425.91,168.0,Unhealthy,Rangpur
2024-07-04,11:00,65.74,180.97,24.85,389.52,15.0,0.13,154.6520891922171,305.23,18.07,78.9,549.47,226.0,Very Unhealthy,Dhaka
2024-07-04,11:00,155.01,40.85,87.33,258.81,9.5,0.14,53.14,25.29,12.96,54.68,587.12,237.0,Very Unhealthy,Chattogram
2024-07-04,11:00,11.62,73.96,247.2,47.93,13.3,0.09,274.11,92.32,34.69,79.75,472.59,320.0,Hazardous,Khulna
2024-07-04,11:00,18.55,80.82,205.31,103.42,27.36,0.1,180.95,52.34,23.49,72.38,288.47,280.0,Very Unhealthy,Rajshahi
2024-07-04,11:00,114.6,152.33,100.76,365.42,10.55,0.03,260.51,112.64,24.27,82.83,496.05,309.0,Hazardous,Barisal
2024-07-04,11:00,256.93,182.98,184.19,324.42,2.59,0.1,159.08,307.15,10.93,84.45,214.77,210.0,Very Unhealthy,Sylhet
2024-07-04,11:00,55.57,185.35,45.91,314.5,18.32,0.1,147.48,231.34,10.62,90.49,449.7,220.0,Very Unhealthy,Mymensingh
2024-07-04,11:00,170.51,139.0,361.94,258.23,26.24,0.05,147.47,355.81,34.77,87.66,697.88,272.0,Very Unhealthy,Rangpur
2024-07-04,12:00,5.36,103.15,87.19,86.82,4.53,0.03,153.23,186.7,26.99,61.65,386.37,204.0,Very Unhealthy,Dhaka
2024-07-04,12:00,7.09,195.44,102.46,100.14,1.78,0.05,188.29,234.54,16.78,70.31,779.0,238.0,Very Unhealthy,Chattogram
2024-07-04,12:00,134.57,188.79,316.33,208.46,24.03,0.09,243.2,350.17,30.22,69.07,224.81,293.0,Very Unhealthy,Khulna
2024-07-04,12:00,278.88,175.41,45.77,110.7,23.39,0.05,67.79,252.26,27.12,75.51,415.57,253.0,Very Unhealthy,Rajshahi
2024-07-04,12:00,210.61,58.59,338.23,71.38,26.9,0.08,232.72,337.79,34.97,74.32,59.83,282.0,Very Unhealthy,Barisal
2024-07-04,12:00,52.24,160.35,292.12,89.15,16.92,0.07,57.42,104.31,14.69,66.03,311.85,210.0,Very Unhealthy,Sylhet
2024-07-04,12:00,162.41,120.98,365.61,231.71,18.01,0.1,244.72,36.94,31.69,51.44,484.77,294.0,Very Unhealthy,Mymensingh
2024-07-04,12:00,11.16,104.25,257.38,302.28,12.39,0.12,182.81,42.57,17.74,94.53,998.76,233.0,Very Unhealthy,Rangpur
2024-07-04,13:00,58.42,7.21,46.23,36.88,7.47,0.12,229.98,314.74,26.77,72.94,706.63,280.0,Very Unhealthy,Dhaka
2024-07-04,13:00,249.58,14.27,162.25,231.73,26.66,0.1,40.69,293.09,16.7,85.78,448.32,275.0,Very Unhealthy,Chattogram
2024-07-04,13:00,60.38,192.22,58.17,106.79,3.88,0.02,187.86,251.01,18.36,58.44,780.29,238.0,Very Unhealthy,Khulna
2024-07-04,13:00,151.36,131.71,301.75,68.22,7.68,0.05,17.91,23.66,34.13,59.21,620.23,139.0,Unhealthy for Sensitive Groups,Rajshahi
2024-07-04,13:00,161.42,117.14,134.75,239.06,6.11,0.04,78.23,28.57,22.9,91.6,801.52,163.0,Unhealthy,Barisal
2024-07-04,13:00,42.96,152.91,364.73,33.6,8.88,0.09,229.72,299.31,18.75,60.43,372.96,280.0,Very Unhealthy,Sylhet
2024-07-04,13:00,55.81,136.48,184.76,238.77,25.25,0.13,197.41,189.18,22.19,65.6,878.0,266.0,Very Unhealthy,Mymensingh
2024-07-04,13:00,59.92,77.22,44.33,348.06,22.99,0.1,238.48,203.69,30.8,82.89,90.75,288.0,Very Unhealthy,Rangpur
2024-07-04,14:00,229.08,193.92,101.28,178.46,20.45,0.13,154.08,248.93,23.15,94.57,692.71,234.0,Very Unhealthy,Dhaka
2024-07-04,14:00,206.05,161.12,224.38,27.51,5.61,0.1,98.86,111.27,19.65,56.72,672.39,187.0,Unhealthy,Chattogram
2024-07-04,14:00,169.76,101.09,372.64,278.59,3.29,0.09,182.58,171.18,11.55,50.26,598.75,233.0,Very Unhealthy,Khulna
2024-07-04,14:00,48.65,114.62,366.3,310.94,8.28,0.05,169.24,316.12,11.64,77.53,447.79,220.0,Very Unhealthy,Rajshahi
2024-07-04,14:00,173.93,189.61,318.69,23.86,9.91,0.05,108.22,393.09,20.45,79.16,295.67,256.0,Very Unhealthy,Barisal
